Cuisine 1,Cuisine 2,Item_count,item
mexican,southern_us,2,canned beer liquor (appetizer)
southern_us,italian,13,chicken hamburger meat other vegetables butter yogurt rolls/buns white bread rice fruit/vegetable juice cake bar chocolate candy shopping bags
indian,southern_us,1,whole milk
southern_us,french,4,ham pork white bread candy
southern_us,italian,1,rolls/buns
indian,italian,4,whole milk curd hard cheese bottled water
italian,french,4,soda chocolate specialty bar napkins
southern_us,moroccan,1,shopping bags
indian,british,2,whole milk canned beer
italian,greek,4,organic sausage mustard ready soups soda
southern_us,brazilian,10,citrus fruit tropical fruit whole milk curd dessert mayonnaise domestic eggs margarine sugar potted plants
mexican,french,1,beef
indian,japanese,4,frankfurter chicken citrus fruit root vegetables
french,indian,6,pork other vegetables whole milk brown bread pastry sugar
southern_us,indian,6,yogurt rolls/buns dog food bottled water canned beer shopping bags
british,russian,3,butter hard cheese canned beer
indian,greek,1,yogurt
mexican,russian,1,salty snack
southern_us,cajun_creole,3,rolls/buns house keeping products light bulbs
mexican,british,1,bottled beer
vietnamese,french,3,beef packaged fruit/vegetables potted plants
mexican,filipino,7,meat beef other vegetables butter frozen fish bottled water napkins
italian,french,2,semi-finished bread instant coffee
indian,italian,6,whole milk curd yogurt soft cheese detergent newspapers
french,mexican,4,chicken beef rolls/buns instant coffee
southern_us,none,5,meat pork other vegetables brown bread syrup
southern_us,french,3,pastry soda shopping bags
southern_us,italian,1,rolls/buns
chinese,cajun_creole,2,beverages popcorn
indian,none,4,other vegetables whole milk rice fruit/vegetable juice
italian,russian,16,frankfurter citrus fruit pip fruit dessert butter milk frozen vegetables frozen meals domestic eggs white bread brown bread pastry soda salty snack long life bakery product napkins shopping bags
french,southern_us,7,pastry canned beer salty snack long life bakery product specialty chocolate candy candles
mexican,italian,8,sausage beef whipped/sour cream rolls/buns salt Instant food products soda softener
irish,southern_us,12,citrus fruit rolls/buns flour margarine sugar mustard cat food soda bottled beer nut snack newspapers shopping bags
southern_us,italian,2,tropical fruit shopping bags
mexican,russian,1,salty snack
indian,british,3,whole milk bottled beer newspapers
french,italian,3,pastry coffee waffles
mexican,russian,1,salty snack
southern_us,mexican,2,canned beer shopping bags
southern_us,mexican,4,chicken beef flour salty snack
southern_us,italian,2,bottled beer shopping bags
british,italian,5,whole milk brown bread jam newspapers potted plants
italian,french,2,pip fruit grapes
italian,southern_us,1,chocolate
southern_us,indian,4,citrus fruit other vegetables domestic eggs shopping bags
french,italian,2,soda white wine
irish,southern_us,1,soda
mexican,chinese,3,frozen meals canned beer salty snack
mexican,chinese,1,newspapers
italian,french,20,sausage pork hamburger meat tropical fruit pip fruit whole milk yogurt sliced cheese frozen vegetables white bread dog food coffee bottled water fruit/vegetable juice long life bakery product specialty chocolate specialty bar chocolate marshmallow hygiene articles potted plants
italian,mexican,3,frozen meals cat food hair spray
chinese,italian,10,finished products pork grapes other vegetables hard cheese bottled water salty snack popcorn waffles cleaner
italian,southern_us,1,tropical fruit
indian,british,4,whole milk bottled water soda canned beer
french,italian,3,ice cream bottled water soda
mexican,southern_us,3,processed cheese soda shopping bags
mexican,irish,2,soda canned beer
mexican,chinese,1,newspapers
brazilian,italian,16,beef tropical fruit root vegetables other vegetables yogurt condensed milk sliced cheese specialty cheese mayonnaise cat food liquor salty snack nut snack napkins dishes shopping bags
chinese,french,2,grapes popcorn
southern_us,indian,5,pip fruit whole milk dessert margarine chocolate marshmallow
southern_us,italian,1,chocolate marshmallow
mexican,british,1,bottled beer
chinese,cajun_creole,11,pork onions whole milk butter curd bottled water soda misc. beverages popcorn chocolate napkins
southern_us,vietnamese,9,meat pork other vegetables whole milk sliced cheese pastry sugar Instant food products kitchen towels
indian,irish,12,other vegetables whole milk yogurt frozen vegetables brown bread pastry flour bottled water soda fruit/vegetable juice canned beer long life bakery product
chinese,mexican,4,tropical fruit yogurt cream cheese long life bakery product
indian,southern_us,5,chicken root vegetables whole milk pastry candy
mexican,british,1,bottled beer
british,indian,12,sausage chicken hamburger meat pip fruit berries other vegetables whole milk dessert butter milk UHT-milk domestic eggs salty snack
southern_us,italian,5,yogurt zwieback soda chocolate marshmallow shopping bags
vietnamese,chinese,11,frankfurter chicken beef other vegetables dessert yogurt frozen vegetables rolls/buns baking powder pickled vegetables seasonal products
greek,southern_us,8,frankfurter curd frozen vegetables domestic eggs soups soda soap hygiene articles
southern_us,irish,2,citrus fruit margarine
mexican,korean,11,frankfurter meat hamburger meat berries whole milk butter pasta honey coffee fruit/vegetable juice napkins
british,russian,2,whipped/sour cream salt
italian,indian,2,bottled water napkins
italian,french,3,grapes misc. beverages fruit/vegetable juice
mexican,southern_us,2,frankfurter processed cheese
french,indian,11,frankfurter chicken pork grapes root vegetables other vegetables whole milk domestic eggs brown bread soups newspapers
southern_us,italian,5,frankfurter whole milk soda syrup female sanitary products
southern_us,italian,1,candy
vietnamese,chinese,16,other vegetables cream cheese frozen fruits frozen fish domestic eggs rolls/buns margarine cereals pickled vegetables canned fish dog food salty snack specialty chocolate dental care kitchen towels shopping bags
indian,greek,12,beef citrus fruit berries whole milk yogurt UHT-milk specialty cheese pastry cake bar seasonal products detergent potted plants
italian,french,2,bottled beer red/blush wine
southern_us,russian,15,frankfurter tropical fruit berries whole milk dessert yogurt whipped/sour cream domestic eggs pasta specialty vegetables sweet spreads soda long life bakery product napkins shopping bags
indian,southern_us,7,pork whole milk soda canned beer salty snack chewing gum candy
chinese,vietnamese,2,root vegetables other vegetables
indian,jamaican,5,beef whole milk dessert margarine shopping bags
mexican,chinese,1,misc. beverages
indian,southern_us,1,whole milk
indian,southern_us,3,other vegetables whole milk napkins
russian,french,2,beef whipped/sour cream
southern_us,russian,21,sausage beef berries root vegetables other vegetables whole milk butter sliced cheese rolls/buns white bread brown bread pastry jam soda fruit/vegetable juice syrup chocolate dish cleaner dental care napkins newspapers
italian,none,3,frankfurter pasta bottled beer
indian,chinese,5,whole milk curd frozen dessert rolls/buns long life bakery product
southern_us,italian,9,sausage tropical fruit berries other vegetables dessert frozen fish frozen potato products red/blush wine seasonal products
italian,filipino,1,other vegetables
indian,italian,5,sausage other vegetables packaged fruit/vegetables whole milk yogurt
mexican,italian,2,other vegetables cream cheese
italian,indian,13,frankfurter sausage finished products fish whole milk white bread pastry oil margarine sugar fruit/vegetable juice cake bar chocolate
indian,italian,12,frankfurter ham chicken pork root vegetables other vegetables dessert cream cheese rolls/buns cat food bottled water shopping bags
greek,indian,2,curd yogurt
southern_us,jamaican,3,grapes butter rum
mexican,french,1,canned beer
italian,british,19,hamburger meat citrus fruit tropical fruit pip fruit whole milk yogurt frozen meals domestic eggs brown bread pasta sugar Instant food products canned fish soda salty snack popcorn chocolate dish cleaner shopping bags
irish,japanese,4,citrus fruit domestic eggs bottled water soda
indian,southern_us,2,whole milk newspapers
southern_us,italian,2,frozen dessert semi-finished bread
greek,indian,2,yogurt bottled beer
british,irish,13,tropical fruit berries root vegetables other vegetables butter yogurt UHT-milk domestic eggs margarine bottled water soda salty snack newspapers
italian,southern_us,1,tropical fruit
southern_us,chinese,3,fruit/vegetable juice cake bar newspapers
southern_us,jamaican,3,hamburger meat rum red/blush wine
mexican,chinese,1,newspapers
italian,southern_us,1,specialty chocolate
italian,french,3,soda salty snack specialty chocolate
french,italian,1,ice cream
chinese,japanese,17,beef hamburger meat berries root vegetables onions other vegetables dessert yogurt frozen meals rolls/buns sugar cat food soda fruit/vegetable juice salty snack popcorn cake bar
italian,french,20,sausage chicken pip fruit grapes berries root vegetables onions other vegetables whole milk butter whipped/sour cream ice cream rolls/buns margarine mustard ready soups bottled water canned beer skin care hygiene articles
french,greek,2,yogurt white wine
indian,southern_us,2,whole milk rolls/buns
french,italian,1,ice cream
indian,southern_us,9,frankfurter sausage chicken other vegetables whole milk curd semi-finished bread candy detergent
chinese,mexican,4,hamburger meat frozen vegetables frozen meals domestic eggs
chinese,cajun_creole,7,frankfurter sausage pork curd soda long life bakery product napkins
southern_us,italian,10,frankfurter meat pork root vegetables onions whole milk beverages mayonnaise soda chocolate
mexican,italian,13,sausage hamburger meat other vegetables yogurt sliced cheese brown bread sugar fruit/vegetable juice canned beer cleaner bathroom cleaner napkins newspapers
southern_us,brazilian,10,pork tropical fruit pip fruit root vegetables frozen dessert rolls/buns margarine seasonal products napkins dishes
french,greek,3,yogurt bottled water white wine
irish,french,18,ham meat tropical fruit pip fruit other vegetables yogurt UHT-milk processed cheese white bread semi-finished bread oil margarine pickled vegetables coffee soda liquor (appetizer) napkins light bulbs
moroccan,french,4,other vegetables butter rolls/buns flower (seeds)
southern_us,italian,3,sausage soda chocolate marshmallow
indian,british,5,beef herbs other vegetables whole milk rice
mexican,chinese,1,dishes
southern_us,mexican,2,pork other vegetables
french,italian,4,beef oil coffee sparkling wine
indian,southern_us,2,whole milk waffles
mexican,southern_us,19,chicken pork beef other vegetables whole milk butter whipped/sour cream soft cheese cream cheese processed cheese frozen vegetables frozen fruits pastry sugar soda long life bakery product waffles chocolate marshmallow candy
mexican,southern_us,6,yogurt pickled vegetables soda fruit/vegetable juice bottled beer salty snack
southern_us,italian,2,salty snack candy
southern_us,italian,2,pip fruit chocolate marshmallow
italian,indian,7,sausage tropical fruit root vegetables herbs whole milk roll products oil
greek,indian,7,curd yogurt pastry bottled water fruit/vegetable juice dishes potted plants
french,italian,9,beef yogurt white bread flour soda fruit/vegetable juice bottled beer brandy cooking chocolate
mexican,russian,1,salty snack
russian,irish,5,frankfurter frozen potato products pastry bottled water bottled beer
mexican,french,2,dessert canned beer
brazilian,italian,6,frankfurter ham hamburger meat other vegetables margarine specialty chocolate
southern_us,irish,4,whole milk butter domestic eggs baking powder
indian,southern_us,1,photo/film
southern_us,french,2,pip fruit specialty bar
southern_us,russian,11,sausage berries curd yogurt whipped/sour cream cream cheese frozen vegetables tea fruit/vegetable juice napkins shopping bags
indian,none,2,root vegetables yogurt
southern_us,british,11,frankfurter ham whole milk butter yogurt sliced cheese hard cheese domestic eggs zwieback baking powder napkins
italian,british,10,ham beef other vegetables whole milk domestic eggs oil sugar jam bottled water potted plants
southern_us,brazilian,1,pip fruit
french,italian,7,citrus fruit tropical fruit sliced cheese ice cream domestic eggs detergent newspapers
irish,southern_us,1,soda
mexican,french,1,sugar
italian,mexican,3,hamburger meat other vegetables canned vegetables
indian,southern_us,1,whole milk
moroccan,french,2,nuts/prunes liquor
southern_us,chinese,13,frankfurter tropical fruit grapes other vegetables rolls/buns white bread soda syrup canned beer long life bakery product candy rubbing alcohol cling film/bags
french,italian,1,red/blush wine
jamaican,southern_us,4,berries beverages canned beer shopping bags
vietnamese,brazilian,18,sausage citrus fruit tropical fruit berries root vegetables other vegetables condensed milk curd cheese roll products pasta oil coffee soda fruit/vegetable juice bottled beer abrasive cleaner bathroom cleaner napkins
mexican,russian,1,salty snack
indian,southern_us,10,frankfurter meat citrus fruit pip fruit other vegetables whole milk yogurt sliced cheese canned beer house keeping products
moroccan,brazilian,8,pork tropical fruit pip fruit nuts/prunes other vegetables frozen meals margarine newspapers
italian,southern_us,6,misc. beverages fruit/vegetable juice canned beer chewing gum chocolate shopping bags
french,italian,1,ice cream
italian,french,3,chocolate candy shopping bags
british,southern_us,5,whole milk rolls/buns white bread brown bread margarine
southern_us,mexican,3,other vegetables fruit/vegetable juice chewing gum
mexican,italian,1,spread cheese
southern_us,russian,5,whole milk whipped/sour cream pastry margarine shopping bags
indian,irish,18,pip fruit other vegetables whole milk dessert butter milk yogurt cream cheese tidbits frozen potato products rolls/buns white bread mustard fruit/vegetable juice salty snack long life bakery product chocolate specialty bar napkins
indian,southern_us,4,frankfurter whole milk frozen vegetables fruit/vegetable juice
indian,southern_us,2,pork whole milk
mexican,italian,3,citrus fruit other vegetables spread cheese
mexican,british,1,bottled beer
irish,southern_us,5,citrus fruit pip fruit specialty cheese bottled water soda
italian,spanish,6,hamburger meat grapes whole milk rice sugar bottled water
mexican,british,2,whipped/sour cream cream cheese
french,italian,10,sausage tropical fruit grapes berries other vegetables pastry soda specialty chocolate napkins shopping bags
french,russian,9,citrus fruit tropical fruit root vegetables other vegetables butter yogurt whipped/sour cream salty snack specialty bar
southern_us,italian,3,rolls/buns margarine bottled beer
mexican,vietnamese,5,sliced cheese frozen fish margarine bottled water canned beer
brazilian,italian,4,butter milk yogurt salty snack specialty chocolate
chinese,irish,6,sausage root vegetables soda bottled beer salty snack popcorn
southern_us,italian,5,other vegetables soft cheese margarine bottled water bottled beer
italian,british,9,beef root vegetables herbs packaged fruit/vegetables butter sliced cheese domestic eggs jam bottled water
british,french,21,hamburger meat tropical fruit other vegetables whole milk butter curd dessert yogurt whipped/sour cream UHT-milk domestic eggs pastry flour margarine cereals canned fish cat food bottled water bottled beer hygiene articles napkins
mexican,chinese,3,chicken frozen vegetables bottled beer
italian,french,8,sausage meat herbs other vegetables soft cheese margarine cat food shopping bags
southern_us,japanese,7,sausage citrus fruit soda fruit/vegetable juice salty snack napkins cling film/bags
italian,spanish,2,bottled water bottled beer
french,southern_us,2,pastry soda
southern_us,indian,1,cat food
russian,british,8,other vegetables whole milk butter milk yogurt whipped/sour cream domestic eggs pastry popcorn
french,russian,4,whole milk domestic eggs brown bread pastry
moroccan,french,8,other vegetables butter yogurt domestic eggs pastry bottled beer specialty bar flower (seeds)
vietnamese,british,5,tropical fruit salt canned fish bottled water bottled beer
irish,southern_us,5,citrus fruit tropical fruit onions other vegetables butter milk
mexican,southern_us,6,pork butter milk pickled vegetables soda canned beer liquor
italian,french,2,canned beer red/blush wine
italian,southern_us,12,frankfurter pork hamburger meat pip fruit other vegetables whole milk rolls/buns white bread pastry Instant food products waffles chocolate
indian,greek,3,yogurt cereals specialty bar
indian,mexican,4,sausage other vegetables whole milk fruit/vegetable juice
southern_us,french,2,cream cheese chocolate marshmallow
italian,filipino,1,other vegetables
indian,southern_us,3,sausage whole milk white bread
southern_us,british,11,frankfurter pork pip fruit berries root vegetables other vegetables whole milk pastry semi-finished bread syrup shopping bags
mexican,greek,7,citrus fruit whole milk yogurt sliced cheese domestic eggs canned vegetables canned beer
french,italian,7,ham yogurt pastry coffee waffles chocolate female sanitary products
irish,southern_us,1,soda
indian,none,4,frankfurter whole milk yogurt napkins
indian,southern_us,6,citrus fruit whole milk bottled water soda fruit/vegetable juice bottled beer
southern_us,jamaican,5,frozen fish brown bread canned beer rum newspapers
indian,southern_us,1,whole milk
southern_us,italian,3,ham pork shopping bags
southern_us,italian,14,sausage tropical fruit pip fruit berries other vegetables whole milk butter curd whipped/sour cream cat food salty snack popcorn potted plants shopping bags
southern_us,moroccan,1,shopping bags
mexican,chinese,2,cereals salty snack
filipino,thai,2,frozen fish liquor (appetizer)
southern_us,irish,5,whole milk white bread margarine cat food soda
mexican,irish,2,soda canned beer
french,italian,7,pastry soda misc. beverages canned beer salty snack chocolate shopping bags
italian,french,14,frankfurter tropical fruit pip fruit other vegetables yogurt whipped/sour cream rolls/buns bottled water soda misc. beverages chocolate specialty chocolate candy shopping bags
british,chinese,5,yogurt UHT-milk domestic eggs rolls/buns long life bakery product
southern_us,french,5,domestic eggs canned beer liquor (appetizer) chocolate marshmallow shopping bags
indian,southern_us,5,sausage other vegetables whole milk butter fruit/vegetable juice
southern_us,french,3,ham whole milk white bread
indian,southern_us,5,other vegetables whole milk pastry salty snack candy
greek,indian,3,tropical fruit yogurt soda
indian,southern_us,3,whole milk brown bread margarine
southern_us,mexican,29,sausage pork citrus fruit tropical fruit pip fruit root vegetables whole milk butter curd yogurt cream sliced cheese hard cheese frozen vegetables frozen fish frozen potato products brown bread margarine baking powder cat food pet care soda fruit/vegetable juice nut snack chocolate female sanitary products hygiene articles napkins house keeping products
irish,southern_us,1,soda
indian,southern_us,2,tropical fruit whole milk
french,mexican,8,domestic eggs pastry bottled beer canned beer long life bakery product chocolate candles newspapers
french,italian,1,red/blush wine
southern_us,italian,1,rolls/buns
thai,vietnamese,4,other vegetables frozen fish brown bread red/blush wine
italian,southern_us,6,frankfurter pip fruit soft cheese semi-finished bread chewing gum specialty chocolate
irish,southern_us,10,citrus fruit root vegetables other vegetables UHT-milk domestic eggs canned fruit soda waffles candy newspapers
british,russian,5,dessert butter milk brown bread canned beer shopping bags
southern_us,italian,7,tropical fruit whole milk yogurt semi-finished bread bottled water soda chocolate marshmallow
mexican,italian,4,hamburger meat tropical fruit other vegetables shopping bags
irish,southern_us,1,soda
british,mexican,10,chicken other vegetables whole milk yogurt frozen vegetables rolls/buns oil bottled beer canned beer long life bakery product
filipino,cajun_creole,2,rolls/buns sugar
southern_us,mexican,7,butter curd yogurt whipped/sour cream margarine salty snack hygiene articles
russian,french,5,pip fruit herbs other vegetables whole milk whipped/sour cream
southern_us,italian,1,specialty bar
southern_us,british,11,sausage tropical fruit other vegetables whole milk frozen vegetables rolls/buns white bread brown bread roll products oil sugar
italian,french,4,grapes other vegetables butter newspapers
southern_us,italian,1,semi-finished bread
french,british,5,domestic eggs white bread pastry canned beer newspapers
french,southern_us,1,pastry
indian,southern_us,4,root vegetables whole milk brown bread margarine
indian,british,2,whole milk domestic eggs
indian,korean,3,meat citrus fruit whole milk
mexican,french,1,canned beer
british,brazilian,8,frankfurter pork other vegetables butter milk UHT-milk sliced cheese brown bread margarine
french,italian,4,grapes other vegetables pastry dish cleaner
mexican,chinese,1,candles
mexican,none,3,other vegetables canned beer snack products
indian,british,6,tropical fruit whole milk butter butter milk brown bread pastry
british,french,6,chicken whole milk butter curd domestic eggs newspapers
irish,southern_us,1,soda
chinese,irish,10,ham pork berries root vegetables oil soda bottled beer salty snack popcorn newspapers
indian,italian,11,pork tropical fruit grapes onions other vegetables whole milk yogurt frozen vegetables pet care bottled water seasonal products
italian,mexican,4,frozen vegetables pasta bottled water soda
indian,russian,5,beef other vegetables whole milk brown bread waffles
southern_us,italian,11,pork pip fruit grapes other vegetables whole milk pastry flour oil sugar dog food chocolate
mexican,french,1,dessert
southern_us,indian,4,pork yogurt UHT-milk salty snack
italian,mexican,13,chicken hamburger meat citrus fruit tropical fruit pip fruit other vegetables yogurt rolls/buns mustard canned vegetables cake bar napkins newspapers
russian,mexican,9,hamburger meat citrus fruit tropical fruit other vegetables whipped/sour cream beverages white bread hygiene articles napkins
british,mexican,10,chicken pork beef hamburger meat citrus fruit other vegetables packaged fruit/vegetables whole milk pastry napkins
irish,moroccan,3,baking powder newspapers flower (seeds)
southern_us,indian,7,other vegetables dessert brown bread salt margarine fruit/vegetable juice newspapers
southern_us,british,3,curd bottled water soda
mexican,southern_us,5,tropical fruit root vegetables other vegetables whole milk processed cheese
southern_us,italian,1,rolls/buns
mexican,korean,4,meat dessert UHT-milk fruit/vegetable juice
irish,southern_us,1,soda
indian,southern_us,1,photo/film
southern_us,moroccan,4,pet care bottled water misc. beverages shopping bags
southern_us,russian,8,other vegetables whole milk yogurt whipped/sour cream baking powder misc. beverages sparkling wine dish cleaner
mexican,chinese,5,citrus fruit other vegetables white wine long life bakery product candles
southern_us,french,7,citrus fruit beverages domestic eggs rolls/buns bottled water chewing gum chocolate marshmallow
southern_us,italian,2,rolls/buns photo/film
mexican,french,1,canned beer
mexican,french,1,canned beer
mexican,french,1,sugar
southern_us,irish,7,meat pork tropical fruit berries baking powder canned fish seasonal products
indian,vietnamese,9,frankfurter beef other vegetables whole milk butter milk yogurt hard cheese coffee photo/film
mexican,chinese,1,dishes
indian,southern_us,4,pork other vegetables whole milk rolls/buns
italian,indian,11,frankfurter citrus fruit grapes root vegetables onions other vegetables whole milk rolls/buns soups bottled beer newspapers
russian,southern_us,5,other vegetables whole milk whipped/sour cream pastry bottled beer
mexican,chinese,1,newspapers
british,russian,4,berries root vegetables whipped/sour cream soda
jamaican,russian,6,beef whole milk rolls/buns white bread margarine newspapers
russian,mexican,6,whole milk whipped/sour cream rolls/buns pickled vegetables bottled water long life bakery product
mexican,russian,6,citrus fruit whole milk whipped/sour cream rolls/buns margarine cling film/bags
filipino,vietnamese,10,other vegetables whole milk condensed milk white bread sugar coffee soda fruit/vegetable juice bottled beer shopping bags
french,cajun_creole,6,root vegetables whole milk flour sugar soda misc. beverages
italian,mexican,7,frankfurter hamburger meat other vegetables pastry dish cleaner cling film/bags kitchen towels
italian,filipino,1,other vegetables
chinese,southern_us,9,sausage tropical fruit curd yogurt dog food bottled water long life bakery product hygiene articles shopping bags
indian,greek,2,yogurt abrasive cleaner
italian,none,3,sausage rolls/buns canned beer
southern_us,british,6,hamburger meat whole milk butter milk yogurt margarine baking powder
filipino,italian,5,pork root vegetables brown bread bottled water soda
indian,southern_us,5,tropical fruit other vegetables whole milk butter yogurt
southern_us,italian,4,rolls/buns pickled vegetables chewing gum specialty chocolate
italian,southern_us,1,tropical fruit
italian,british,11,sausage chicken pork citrus fruit berries root vegetables packaged fruit/vegetables curd yogurt whipped/sour cream frozen vegetables
italian,indian,7,hamburger meat other vegetables whole milk butter specialty cheese pastry cereals
italian,vietnamese,7,pip fruit root vegetables other vegetables cream cheese domestic eggs pickled vegetables fruit/vegetable juice
british,russian,10,beef curd yogurt whipped/sour cream frozen meals brown bread canned fish coffee candy cling film/bags
italian,spanish,6,other vegetables yogurt rolls/buns salt sparkling wine napkins
italian,cajun_creole,1,sausage
indian,british,3,other vegetables whole milk canned beer
indian,mexican,16,ham meat root vegetables other vegetables whole milk curd yogurt frozen vegetables frozen meals frozen fish rolls/buns jam misc. beverages candy seasonal products detergent
russian,french,4,frankfurter other vegetables whole milk whipped/sour cream
russian,mexican,4,meat citrus fruit hard cheese soda
indian,italian,9,ham root vegetables herbs whole milk curd yogurt hard cheese rolls/buns detergent
chinese,indian,10,citrus fruit onions other vegetables yogurt beverages rolls/buns brown bread vinegar bottled water long life bakery product
cajun_creole,italian,3,rolls/buns bottled beer brandy
chinese,southern_us,7,sausage pip fruit UHT-milk soups sauces cat food newspapers
southern_us,italian,8,root vegetables herbs other vegetables dessert ice cream cake bar newspapers shopping bags
french,jamaican,3,berries other vegetables semi-finished bread
southern_us,mexican,4,pork soda canned beer male cosmetics
italian,mexican,2,meat specialty chocolate
southern_us,french,2,pastry fruit/vegetable juice
chinese,mexican,1,long life bakery product
southern_us,mexican,14,meat pork fish tropical fruit grapes berries other vegetables whole milk frozen vegetables semi-finished bread chocolate detergent kitchen utensil candles
mexican,russian,12,meat root vegetables other vegetables dessert yogurt whipped/sour cream rolls/buns potato products soda misc. beverages napkins photo/film
chinese,japanese,4,sauces red/blush wine waffles newspapers
italian,french,2,pip fruit coffee
russian,french,3,root vegetables white bread chewing gum
italian,indian,8,ham citrus fruit tropical fruit pip fruit root vegetables other vegetables whole milk brown bread
mexican,cajun_creole,12,hamburger meat other vegetables whole milk yogurt whipped/sour cream mayonnaise frozen vegetables frozen fish soups fruit/vegetable juice canned beer detergent
chinese,mexican,4,yogurt long life bakery product photo/film potted plants
southern_us,indian,7,beef whole milk butter rolls/buns pastry cat food hygiene articles
russian,southern_us,11,citrus fruit pip fruit onions other vegetables whole milk butter milk whipped/sour cream cream cheese domestic eggs brown bread shopping bags
italian,french,3,berries herbs potted plants
italian,russian,16,frankfurter sausage chicken pork tropical fruit pip fruit root vegetables whole milk dessert cream cheese frozen vegetables rolls/buns white bread cake bar napkins shopping bags
mexican,italian,2,citrus fruit cream cheese
indian,southern_us,6,onions other vegetables whole milk yogurt roll products semi-finished bread
indian,british,5,beef whole milk oil canned beer salty snack
southern_us,italian,2,frankfurter rolls/buns
irish,italian,7,pip fruit other vegetables butter domestic eggs rolls/buns margarine bottled water
french,russian,2,brown bread white wine
italian,vietnamese,8,meat tropical fruit other vegetables frozen vegetables rolls/buns soda napkins dishes
chinese,southern_us,7,citrus fruit other vegetables yogurt cream cheese bottled water long life bakery product specialty chocolate
southern_us,indian,7,beef root vegetables whole milk pastry soda waffles candy
southern_us,mexican,8,other vegetables whipped/sour cream hard cheese frozen vegetables frozen dessert oil margarine baking powder
indian,russian,7,chicken pork beef berries other vegetables whole milk rolls/buns
italian,mexican,4,sausage meat tropical fruit cream cheese
indian,russian,7,tropical fruit whole milk hard cheese rolls/buns pastry canned vegetables potted plants
irish,southern_us,1,soda
french,italian,10,citrus fruit tropical fruit pip fruit whole milk yogurt rolls/buns pastry white wine red/blush wine hygiene articles
italian,french,1,coffee
vietnamese,mexican,8,chicken tropical fruit other vegetables whole milk dessert frozen fish mustard pickled vegetables
mexican,french,1,sugar
french,moroccan,9,turkey nuts/prunes other vegetables whole milk butter curd domestic eggs pastry tea
mexican,chinese,2,cleaner female sanitary products
french,southern_us,9,herbs other vegetables whipped/sour cream UHT-milk domestic eggs sweet spreads specialty chocolate decalcifier napkins
southern_us,italian,9,citrus fruit pickled vegetables dog food soda salty snack waffles candy dish cleaner newspapers
southern_us,italian,9,citrus fruit tropical fruit other vegetables butter milk yogurt pastry waffles candy dental care
russian,french,4,beef root vegetables yogurt whipped/sour cream
southern_us,irish,7,sausage other vegetables rolls/buns baking powder soda cling film/bags house keeping products
irish,southern_us,2,soda bottled beer
southern_us,none,3,liquor house keeping products shopping bags
southern_us,french,5,pork rolls/buns pastry napkins newspapers
mexican,russian,7,chicken hamburger meat whipped/sour cream rolls/buns soda long life bakery product dish cleaner
spanish,french,8,pip fruit other vegetables whole milk beverages frozen vegetables flour sugar chocolate
indian,british,4,beef other vegetables whole milk bottled beer
indian,italian,7,frankfurter meat tropical fruit whole milk ice cream salty snack detergent
italian,indian,2,bottled water napkins
mexican,french,1,canned beer
southern_us,brazilian,1,pip fruit
southern_us,brazilian,1,pip fruit
italian,mexican,10,sausage hamburger meat grapes whipped/sour cream frozen potato products domestic eggs oil seasonal products napkins newspapers
southern_us,jamaican,6,hamburger meat onions whole milk frozen vegetables bottled water rum
italian,irish,6,sausage grapes baking powder specialty vegetables white wine long life bakery product
irish,korean,4,beef dessert sugar bottled beer
indian,southern_us,4,other vegetables whole milk soda shopping bags
french,southern_us,1,pastry
southern_us,italian,1,chicken
italian,southern_us,6,herbs frozen vegetables dog food bottled water bottled beer specialty chocolate
mexican,jamaican,5,beef citrus fruit cream cheese vinegar margarine
southern_us,italian,9,butter yogurt sliced cheese tidbits rolls/buns pudding powder soda waffles newspapers
french,russian,4,root vegetables herbs whipped/sour cream domestic eggs
mexican,southern_us,8,beef other vegetables whipped/sour cream processed cheese salt oil dog food newspapers
southern_us,french,5,whipped/sour cream dog food fruit/vegetable juice skin care shopping bags
southern_us,indian,4,butter bottled water detergent soap
chinese,russian,5,root vegetables onions rolls/buns white bread sugar
southern_us,greek,6,tropical fruit other vegetables yogurt fruit/vegetable juice bottled beer newspapers
southern_us,italian,8,hamburger meat onions other vegetables whole milk domestic eggs waffles napkins potted plants
french,italian,14,pork beef berries root vegetables herbs butter yogurt white bread brown bread bottled water misc. beverages bottled beer liquor hygiene articles
japanese,italian,7,beef citrus fruit root vegetables other vegetables rolls/buns sugar fruit/vegetable juice
southern_us,italian,10,grapes ice cream pastry soda canned beer salty snack chewing gum seasonal products flower (seeds) shopping bags
vietnamese,italian,15,frankfurter meat beef citrus fruit berries root vegetables packaged fruit/vegetables whole milk whipped/sour cream frozen vegetables rolls/buns canned fruit house keeping products flower (seeds) shopping bags
french,southern_us,14,pork beef citrus fruit pip fruit root vegetables onions other vegetables whole milk butter ice cream bottled water waffles newspapers shopping bags
southern_us,french,6,meat whole milk cream cheese brown bread chocolate newspapers
russian,italian,13,sausage chicken citrus fruit pip fruit root vegetables other vegetables whole milk yogurt whipped/sour cream domestic eggs white bread soda shopping bags
indian,chinese,3,root vegetables whole milk long life bakery product
southern_us,cajun_creole,4,sausage ham frozen dessert salty snack
mexican,french,1,canned beer
indian,southern_us,9,citrus fruit tropical fruit grapes berries other vegetables whole milk UHT-milk bottled water fruit/vegetable juice
